Rank,Name,Type,Tags
224,Chihayafuru 3,TV,drama josei romance sports lovetriangle schoolclub schoollife tournaments basedonamanga yukisuetsugu
226,Violet Evergarden Special,DVD S,drama melancholy war basedonalightnovel
227,Bakuman. 2,TV,drama shounen animeindustry mangaindustry otakuculture voiceacting writers basedonamanga tsugumiohba
228,Spice and Wolf II,TV,adventure drama fantasy romance adultcouples animalcharacteristics animaltransformation economics god-humanrelationship gods interspeciesrelationship matureromance medieval non-humanprotagonists basedonalightnovel
229,Magi: The Kingdom of Magic,TV,action adventure comedy fantasy shounen genies magic magicschool middleeastern political schoollife basedonamanga shinobuootaka
230,Black Butler: Book of Circus,TV,shounen 19thcentury animeism butlers circus demons england europe master-servantrelationship nobility non-humanprotagonists supernatural basedonamanga violence yanatoboso
231,Gintama: Shinyaku Benizakura-hen Special,DVD S,comedy scifi shounen aliens feudaljapan parody samurai basedonamanga hideakisorachi
232,Yona of the Dawn,TV,adventure fantasy romance shoujo betrayal deathofalovedone orphans political prophecy rebellions reincarnation royalty weaktostrong basedonamanga mizuhokusanagi
233,Evangelion: 3.0+1.0 Thrice Upon a Time,Movie,mecha scifi superrobot originalwork
234,Haikyuu!! Movie 2: Shousha to Haisha,Movie,shounen sports recap schoolclub schoollife tournaments volleyball basedonamanga haruichifurudate
235,School Babysitters Special,DVD S,comedy shoujo sliceoflife childcare lifestylechange orphans siblings basedonamanga
236,Toilet-Bound Hanako-kun,TV,shounen ghosts schoollife supernatural urbanlegend basedonamanga explicitviolence iroaida
238,Scissor Seven 2nd Season,Web,action comedy amnesia assassins birds chineseanimation
239,Non Non Biyori Nonstop,TV,comedy seinen sliceoflife countryside iyashikei schoollife basedonamanga atto
240,Samurai Champloo,TV,action adventure comedy drama episodic feudaljapan historical samurai swordplay originalwork nudity  violence
241,Run with the Wind,TV,drama sports apartmentlife boardinghouse college lifestylechange racing running trackandfield weaktostrong basedonanovel
242,My Dress-Up Darling,TV,comedy ecchi romance seinen gyaru otakuculture schoollife basedonamanga shinichifukuda
243,Grave of the Fireflies,Movie,drama autobiographies deathofalovedone historical lifestylechange melancholy orphans poverty siblings war worldwar2
244,JoJo's Bizarre Adventure: Phantom Blood,Movie,action shounen supernatural basedonamanga hirohikoaraki
245,Tengen Toppa Gurren Lagann: Lagann-hen,Movie,action mecha scifi combiningmecha superrobot originalwork
246,Haikyuu!! Movie 1: Owari to Hajimari,Movie,shounen sports recap schoolclub schoollife tournaments volleyball basedonamanga haruichifurudate
247,No Game No Life: Zero,Movie,action adventure drama fantasy highstakesgames war basedonalightnovel
248,Shouwa Genroku Rakugo Shinjuu,TV,drama josei romance adultcouples animeism apprenticeship historical lovetriangle rakugo basedonamanga harukokumota
249,Dragon Ball Super Movie: Broly,Movie,action shounen aliens handtohandcombat martialarts non-humanprotagonists superpowers basedonamanga
250,Detective Conan Movie 20: The Darkest Nightmare,Movie,action drama mystery shounen agetransformation amnesia conspiracy detectives police thriller basedonamanga goshoaoyama
251,Sasaki and Miyano,TV,bl romance shounen-ai all-boysschool delinquents fudanshi otakuculture schoollife senpai-kouhairelationship basedonamanga syouharusono
252,Black Lagoon: The Second Barrage,TV,action seinen gangs guns lifestylechange mercenaries basedonamanga maturethemes  nudity  violence reihiroe
253,Ace of the Diamond: Second Season,TV,shounen sports baseball tournaments basedonamanga yuujiterajima
254,My Teen Romantic Comedy SNAFU Climax,TV,drama romance seinen comingofage lovetriangle schoolclub schoollife basedonalightnovel
255,Evangelion: 2.0 You Can (Not) Advance,Movie,action drama mecha scifi post-apocalyptic superrobot originalwork violence
256,Major Season 6,TV,drama shounen sports america baseball basedonamanga takuyamitsuda
257,Bungo Stray Dogs Wan!,TV,comedy seinen sliceoflife chibi gag shortepisodes supernatural basedonamanga nekokanai
258,Made in Abyss: Hourou Suru Tasogare,Movie,adventure drama fantasy mystery scifi androids curse darkfantasy non-humanprotagonists orphans recap robots
259,Rascal Does Not Dream of Bunny Girl Senpai,TV,drama romance schoollife senpai-kouhairelationship supernatural basedonalightnovel
260,Kingdom 2,TV,action drama seinen ancientchina historical political rebellions royalty swordplay war basedonamanga yasuhisahara
261,InuYasha: The Final Act,TV,fantasy shounen animalcharacteristics demons feudaljapan personinastrangeworld timetravel basedonamanga rumikotakahashi
262,Gintama: The Semi-Final,Web,comedy scifi shounen aliens crude feudaljapan gag parody samurai swordplay basedonamanga
263,Major Season 3,TV,drama shounen sports baseball basedonamanga takuyamitsuda
264,Bungo Stray Dogs Movie: Dead Apple,Movie,action mystery seinen detectives supernatural superpowers basedonamanga violence kafkaasagiri
266,Overlord,TV,action adventure fantasy scifi darkfantasy isekai magic overpoweredmaincharacters personinastrangeworld rpg skeletons trappedinavideogame virtualreality basedonalightnovel violence kuganemaruyama
267,Shanhe Jian Xin,Web,action bl fantasy shounen-ai chineseanimation historical basedonawebnovel cganimation mengxishi
268,World Trigger 3rd Season,TV,action scifi shounen monsters basedonamanga daisukeashihara
269,Nausicaa of the Valley of the Wind,Movie,drama fantasy environmental insects basedonamanga
271,The Ancient Magus' Bride,TV,drama fantasy romance apprenticeship contemporaryfantasy england europe interspeciesrelationship lifestylechange magic non-humanprotagonists orphans basedonamanga animalabuse  maturethemes  physicalabuse  violence koreyamazaki
273,Monster,TV,drama mystery seinen conspiracy crime doctors europe framedforacrime germany medical noir psychological psychopaths revenge serialkillers thriller basedonamanga maturethemes  domesticabuse naokiurasawa
274,Fullmetal Alchemist,TV,action adventure drama fantasy mystery shounen conspiracy deathofalovedone military siblings basedonamanga animalabuse  maturethemes  violence  domesticabuse hiromuarakawa
275,Kids on the Slope,TV,drama josei romance comingofage historical lifestylechange lovetriangle music noitamina basedonamanga yukikodama
276,Assassination Classroom,TV,action comedy scifi shounen aliens assassins non-humanprotagonists overpoweredmaincharacters parody schoollife teaching basedonamanga yuseimatsui
277,One Piece Film: Z,Movie,action adventure fantasy shounen pirates superpowers basedonamanga eiichirooda
278,Hunter x Hunter,TV,action adventure fantasy shounen martialarts superpowers basedonamanga violence yoshihirotogashi
279,Zoku Owarimonogatari,Movie,comedy ecchi mystery supernatural basedonalightnovel nisioisin
280,Komi Can't Communicate,TV,comedy romance shounen mentalillness schoollife basedonamanga tomohitooda
281,A Place Further Than the Universe,TV,adventure drama sliceoflife deathofalovedone originalwork
282,K-On! Movie,Movie,comedy seinen sliceoflife england europe iyashikei music basedona4-komamanga basedonamanga kakifly
283,Major Season 2,TV,drama shounen sports baseball basedonamanga takuyamitsuda
284,"Welcome to Demon School, Iruma-kun 2",TV,comedy shounen demons monsterschool personinastrangeworld schoollife supernatural basedonamanga osamunishi
285,Great Pretender,Web,action comedy drama criminals mindgames originalwork druguse  maturethemes  nudity
286,Fate/stay night: Unlimited Blade Works,TV,action fantasy contemporaryfantasy magic proxybattles superpowers urbanfantasy basedonaneroge basedonavisualnovel violence
287,"Haikyuu!! vs. ""Akaten""",Other,shounen sports schoollife volleyball basedonamanga haruichifurudate
288,Quanzhi Gaoshou 2,Web,action drama chineseanimation mmorpg rpg tournaments basedonawebnovel butterflyblue
290,Sword of the Stranger,Movie,action drama feudaljapan historical orphans samurai swordplay originalwork explicitviolence  maturethemes  physicalabuse  suicide
291,KonoSuba – God's blessing on this wonderful world! 2,TV,adventure comedy ecchi fantasy demons gag gods guilds isekai neet non-humanprotagonists parody personinastrangeworld rpg basedonalightnovel
292,Initial D Final Stage,TV,drama seinen sports cars racing basedonamanga
293,Cowboy Bebop: The Movie,Movie,action scifi bountyhunters noir western originalwork violence
294,Rainbow: Nisha Rokubou no Shichinin,TV,drama seinen delinquents melancholy prison basedonamanga maturethemes  physicalabuse  sexualabuse  sexualcontent  violence  domesticabuse georgeabe
296,Major Season 1,TV,drama shounen sports baseball comingofage basedonamanga takuyamitsuda
297,Mobile Suit Gundam: Iron-Blooded Orphans 2,TV,drama mecha scifi outerspace realrobot originalwork
298,Major Season 4,TV,drama shounen sports baseball basedonamanga takuyamitsuda
299,The Disastrous Life of Saiki K. - Reawakened,Web,comedy shounen breakingthefourthwall gag psychicpowers supernatural superpowers basedonamanga shuichiasou
301,Saekano: How to Raise a Boring Girlfriend Fine,Movie,comedy drama harem romance doujinshiindustry otakuculture videogameindustry basedonalightnovel
303,Quanzhi Gaoshou Movie: For the Glory,Movie,action drama chineseanimation mmorpg rpg tournaments basedonawebnovel butterflyblue
304,Legend of the Galactic Heroes: Die Neue These Second 3,Movie,drama scifi military outerspace political spaceopera basedonanovel
306,History's Strongest Disciple Kenichi,TV,action comedy shounen sports handtohandcombat kickboxing martialarts weaktostrong basedonamanga syunmatsuena
307,Castlevania Season 2,Web,action adventure drama horror 15thcentury demons elementalpowers europe historical magic medieval supernatural vampires basedonavideogame explicitviolence  maturethemes  physicalabuse  self-harm
308,Wu Dong Qiankun 2nd Season,Web,action adventure fantasy chineseanimation cultivation martialarts basedonawebnovel cganimation silkwormpotato
309,Baccano!,TV,action america criminals gangs humanexperimentation mafia noir supernatural trains basedonalightnovel explicitviolence
310,One Outs,TV,seinen sports baseball highstakesgames overpoweredmaincharacters psychological basedonamanga shinobukaitani
311,Re:ZERO -Starting Life in Another World-,TV,action adventure drama fantasy romance seinen cheats darkfantasy isekai magic neet personinastrangeworld psychological summonedintoanotherworld thriller timetravel basedonalightnovel explicitviolence tappeinagatsuki
312,Skip Beat!,TV,comedy romance shoujo acting idols showbiz worklife basedonamanga yoshikinakamura
313,Golden Kamuy Season 2,TV,action adventure drama historical military treasurehunters basedonamanga violence satorunoda
315,Puella Magi Madoka Magica the Movie Part 3: Rebellion,Movie,fantasy magicalgirl contemporaryfantasy darkfantasy henshinheroes magic melancholy psychological thriller urbanfantasy originalwork magicaquartet
316,Detective Conan Movie 6: The Phantom of Baker Street,Movie,mystery shounen agetransformation detectives england europe sherlockholmes virtualreality basedonamanga goshoaoyama
317,Owarimonogatari,TV,mystery psychological supernatural basedonalightnovel nisioisin
318,Silver Spoon 2nd Season,TV,comedy shounen sliceoflife agriculture comingofage lifestylechange noitamina schoollife basedonamanga hiromuarakawa
319,Mobile Suit Gundam 00 Second Season,TV,action mecha scifi political realrobot rebellions originalwork
320,When They Cry: Kai,TV,horror conspiracy countryside curse psychological schoollife thriller basedonavisualnovel explicitviolence ryukishi07
321,Natsume's Book of Friends,TV,drama shoujo sliceoflife bodyguards cats countryside episodic iyashikei japanesemythology orphans supernatural youkai basedonamanga yukimidorikawa
322,Detective Conan Movie 14: The Lost Ship in the Sky,Movie,action drama mystery shounen agetransformation detectives police terrorism thieves basedonamanga goshoaoyama
323,The Seven Deadly Sins: Revival of the Commandments,TV,action adventure fantasy shounen demons magic medieval non-humanprotagonists overpoweredmaincharacters royalty superpowers basedonamanga violence nakabasuzuki
324,Toradora!,TV,comedy romance shounen comingofage loveconfession neighbors oppositesattract romanticcomedy schoollife tsundere unrequitedlove basedonalightnovel
326,Grand Blue,TV,comedy ecchi romance seinen college gag matureromance ocean scubadiving slapstick basedonamanga kenjiinoue
327,Nodame Cantabile: Finale,TV,comedy josei romance adultcouples classicalmusic europe france matureromance music noitamina tsundere basedonamanga tomokoninomiya
328,xxxHOLiC Kei,TV,comedy seinen episodic japanesemythology mysteriousshop supernatural youkai basedonamanga clamp
329,Gintama,TV,action comedy drama scifi shounen aliens breakingthefourthwall crude feudaljapan gag parody samurai slapstick swordplay basedonamanga violence hideakisorachi
330,Vivy: Fluorite Eye's Song,TV,action drama scifi androids non-humanprotagonists robots timetravel originalwork explicitviolence
331,Psycho-Pass,TV,action scifi crime cyberpunk dystopia guns noir noitamina police psychopaths serialkillers thriller originalwork explicitviolence
